company_name,company_country,company_employees,company_website,company_status,file_name
FIESTA REAL ESTATE AS,"['ESTONIA', 'ESTONIA']","['547', nan]",https://www.info-clipper.com/en/company/estonia/fiesta-real-estate-as.eedah1176.html,"['Tallinn', 'Single address']",wissel_aziende_info_clipper
GOOGLE LLC,"['California(CA)', 'UNITED STATES']","['548', nan]",https://www.info-clipper.com/en/company/united-states/google-llc.usd109clp.html,"['MOUNTAIN VIEW', 'Headquarter']",wissel_aziende_info_clipper
INFORMA TECH RESEARCH LIMITED,"['UNITED KINGDOM', 'UNITED KINGDOM']","['549', nan]",https://www.info-clipper.com/en/company/united-kingdom/informa-tech-research-limited.gbd3pzc20.html,"['LONDON', 'Headquarter']",wissel_aziende_info_clipper
O.R.I. MARTIN ACCIAIERIA E FERRIERA DI BRESCIA SPA,"['ITALY', 'ITALY']","['550', nan]",https://www.info-clipper.com/en/company/italy/ori-martin-acciaieria-e-ferriera-di-brescia-spa.itd78hix4.html,"['BRESCIA', 'Headquarter']",wissel_aziende_info_clipper
LPD OU,"['ESTONIA', 'ESTONIA']","['551', nan]",https://www.info-clipper.com/en/company/estonia/lpd-ou.eed9cofp9.html,"['Tallinn', 'Single address']",wissel_aziende_info_clipper
AMERICARIBE LLC,"['Florida(FL)', 'UNITED STATES']","['552', nan]",https://www.info-clipper.com/en/company/united-states/americaribe-llc.usda74h81.html,"['MIAMI', 'Single address']",wissel_aziende_info_clipper
GFI BROKERS LIMITED,"['UNITED KINGDOM', 'UNITED KINGDOM']","['553', nan]",https://www.info-clipper.com/en/company/united-kingdom/gfi-brokers-limited.gbd8ltops.html,"['LONDON', 'Single address']",wissel_aziende_info_clipper
O.R.I. MARTIN HOLDING SRL,"['ITALY', 'ITALY']","['554', nan]",https://www.info-clipper.com/en/company/italy/ori-martin-holding-srl.itd7be3bo.html,"['BRESCIA', 'Headquarter']",wissel_aziende_info_clipper
HESTIA HOTEL GROUP OU,"['ESTONIA', 'ESTONIA']","['555', nan]",https://www.info-clipper.com/en/company/estonia/hestia-hotel-group-ou.eed8d6gw1.html,"['Tallinn', 'Headquarter']",wissel_aziende_info_clipper
"FACEBOOK OPERATIONS, LLC","['California(CA)', 'UNITED STATES']","['556', nan]",https://www.info-clipper.com/en/company/united-states/facebook-operations-llc.usd1b5v02.html,"['MENLO PARK', 'Single address']",wissel_aziende_info_clipper
HOLMES PRODUCTS (EUROPE) LIMITED,"['UNITED KINGDOM', 'UNITED KINGDOM']","['557', nan]",https://www.info-clipper.com/en/company/united-kingdom/holmes-products-limited.gbd3wq9el.html,"['LONDON', 'Headquarter']",wissel_aziende_info_clipper
ASSITECA SPA INTERNAZIONALE DI BROKERAGGIO ASSICURATIVO,"['ITALY', 'ITALY']","['558', nan]",https://www.info-clipper.com/en/company/italy/assiteca-spa-internazionale-di-brokeraggio-assicurativo.itd7bx8nj.html,"['MILANO', 'Headquarter']",wissel_aziende_info_clipper
KARATCHANGE OU,"['ESTONIA', 'ESTONIA']","['559', nan]",https://www.info-clipper.com/en/company/estonia/karatchange-ou.eed8vct66.html,"['Tallinn', 'Single address']",wissel_aziende_info_clipper
"META PLATFORMS TECHNOLOGIES, LLC","['California(CA)', 'UNITED STATES']","['560', nan]",https://www.info-clipper.com/en/company/united-states/meta-platforms-technologies-llc.usd79ss6.html,"['MENLO PARK', 'Headquarter']",wissel_aziende_info_clipper
PARLOPHONE RECORDS LIMITED,"['UNITED KINGDOM', 'UNITED KINGDOM']","['561', 'E M I COMPACT DISK (U K)']",https://www.info-clipper.com/en/company/united-kingdom/parlophone-records-limited.gbd3kp6de.html,"['LONDON', nan]",wissel_aziende_info_clipper
MORELLATO SPA,"['ITALY', 'ITALY']","['562', nan]",https://www.info-clipper.com/en/company/italy/morellato-spa.itd799lb0.html,"['SANTA GIUSTINA IN COLLE (FRATTE )', 'Headquarter']",wissel_aziende_info_clipper
GREINER PACKAGING AS,"['ESTONIA', 'ESTONIA']","['563', 'GREINER PACKAGING ESTONIA AKTSIASELTS']",https://www.info-clipper.com/en/company/estonia/greiner-packaging-as.eed8986z1.html,"['Harku vald', nan]",wissel_aziende_info_clipper
"VISTA EQUITY PARTNERS MANAGEMENT, LLC","['Texas(TX)', 'UNITED STATES']","['564', 'VISTA EQUITY PARTNERS']",https://www.info-clipper.com/en/company/united-states/vista-equity-partners-management-llc.usd1bnk9y.html,"['AUSTIN', 'Headquarter']",wissel_aziende_info_clipper
PRECISELY EUROPE SOFTWARE AND DATA LIMITED,"['UNITED KINGDOM', 'UNITED KINGDOM']","['565', nan]",https://www.info-clipper.com/en/company/united-kingdom/precisely-europe-software-and-data-limited.gbd3qggvf.html,"['READING', 'Headquarter']",wissel_aziende_info_clipper
AVIAPARTNER ITALIA SRL,"['ITALY', 'ITALY']","['566', nan]",https://www.info-clipper.com/en/company/italy/aviapartner-italia-srl.itd5ljlgy.html,"['FIUMICINO', 'Headquarter']",wissel_aziende_info_clipper
KRM AGENT OU,"['ESTONIA', 'ESTONIA']","['567', nan]",https://www.info-clipper.com/en/company/estonia/krm-agent-ou.eed8d5x2d.html,"['Tallinn', 'Single address']",wissel_aziende_info_clipper
"SENTINEL CAPITAL PARTNERS, L.L.C.","['New York(NY)', 'UNITED STATES']","['568', nan]",https://www.info-clipper.com/en/company/united-states/sentinel-capital-partners-llc.usdfizpam.html,"['NEW YORK', 'Headquarter']",wissel_aziende_info_clipper
ICE DATA SERVICES EUROPE LIMITED,"['UNITED KINGDOM', 'UNITED KINGDOM']","['569', nan]",https://www.info-clipper.com/en/company/united-kingdom/ice-data-services-europe-limited.gbd4tydww.html,"['LONDON', 'Headquarter']",wissel_aziende_info_clipper
AVIAPARTNER SPA,"['ITALY', 'ITALY']","['570', nan]",https://www.info-clipper.com/en/company/italy/aviapartner-spa.itd8i13ok.html,"['BOLOGNA (AEROPORTO DI BOLOGNA )', 'Headquarter']",wissel_aziende_info_clipper
ALEXELA ENERGIA AS,"['ESTONIA', 'ESTONIA']","['571', nan]",https://www.info-clipper.com/en/company/estonia/alexela-energia-as.eed61wie9.html,"['Tallinn', 'Headquarter']",wissel_aziende_info_clipper
"ZENDESK, INC.","['California(CA)', 'UNITED STATES']","['572', nan]",https://www.info-clipper.com/en/company/united-states/zendesk-inc.usdfwpa2l.html,"['SAN FRANCISCO', 'Headquarter']",wissel_aziende_info_clipper
OHME OPERATIONS UK LIMITED,"['UNITED KINGDOM', 'UNITED KINGDOM']","['573', nan]",https://www.info-clipper.com/en/company/united-kingdom/ohme-operations-uk-limited.gbd3py8l4.html,"['LONDON', 'Single address']",wissel_aziende_info_clipper
AVIAPARTNER HANDLING SPA,"['ITALY', 'ITALY']","['574', 'AVIAPARTNER HAN LING SPA']",https://www.info-clipper.com/en/company/italy/aviapartner-handling-spa.itd7d2bb5.html,"['FIUMICINO', nan]",wissel_aziende_info_clipper
TRIGON CAPITAL AS,"['ESTONIA', 'ESTONIA']","['575', nan]",https://www.info-clipper.com/en/company/estonia/trigon-capital-as.eed8z26q6.html,"['Tallinn', 'Headquarter']",wissel_aziende_info_clipper
PRINOVA US LLC,"['Illinois(IL)', 'UNITED STATES']","['576', nan]",https://www.info-clipper.com/en/company/united-states/prinova-us-llc.usddcpf9s.html,"['HANOVER PARK', 'Headquarter']",wissel_aziende_info_clipper
SUBSEA 7 (UK SERVICE COMPANY) LIMITED,"['UNITED KINGDOM', 'UNITED KINGDOM']","['577', nan]",https://www.info-clipper.com/en/company/united-kingdom/subsea-7-limited.gbd70flwz.html,"['SUTTON', 'Headquarter']",wissel_aziende_info_clipper
SITAEL SPA,"['ITALY', 'ITALY']","['578', nan]",https://www.info-clipper.com/en/company/italy/sitael-spa.itd696xw4.html,"['MOLA DI BARI', 'Headquarter']",wissel_aziende_info_clipper
MATCHIT OU,"['ESTONIA', 'ESTONIA']","['579', nan]",https://www.info-clipper.com/en/company/estonia/matchit-ou.eed8d5gf3.html,"['Tallinn', 'Single address']",wissel_aziende_info_clipper
TEXAS WORKFORCE COMMISSION,"['Texas(TX)', 'UNITED STATES']","['580', nan]",https://www.info-clipper.com/en/company/united-states/texas-workforce-commission.usdjt9zx.html,"['AUSTIN', 'Headquarter']",wissel_aziende_info_clipper
CGNU LIFE ASSURANCE LIMITED,"['UNITED KINGDOM', 'UNITED KINGDOM']","['581', 'Aviva']",https://www.info-clipper.com/en/company/united-kingdom/cgnu-life-assurance-limited.gbd3h3iz6.html,"['YORK', nan]",wissel_aziende_info_clipper
NIPPON EXPRESS ITALIA SPA,"['ITALY', 'ITALY']","['582', nan]",https://www.info-clipper.com/en/company/italy/nippon-express-italia-spa.itd736s7h.html,"['SCANDICCI', 'Headquarter']",wissel_aziende_info_clipper
SL34 OU,"['ESTONIA', 'ESTONIA']","['583', nan]",https://www.info-clipper.com/en/company/estonia/sl34-ou.eed8vcple.html,"['Tallinn', 'Single address']",wissel_aziende_info_clipper
NATIONAL STEEL AND SHIPBUILDING COMPANY,"['California(CA)', 'UNITED STATES']","['584', nan]",https://www.info-clipper.com/en/company/united-states/national-steel-and-shipbuilding-company.usd5gb2s.html,"['SAN DIEGO', 'Headquarter']",wissel_aziende_info_clipper
AVIVA INTERNATIONAL HOLDINGS LIMITED,"['UNITED KINGDOM', 'UNITED KINGDOM']","['585', 'Aviva']",https://www.info-clipper.com/en/company/united-kingdom/aviva-international-holdings-limited.gbd6klfvb.html,"['LONDON', nan]",wissel_aziende_info_clipper
ABRAHAM INDUSTRIES SRL,"['ITALY', 'ITALY']","['586', nan]",https://www.info-clipper.com/en/company/italy/abraham-industries-srl.itd74jze4.html,"['SANTARCANGELO DI ROMAGNA', 'Headquarter']",wissel_aziende_info_clipper
KAWE PUIT OU,"['ESTONIA', 'ESTONIA']","['587', nan]",https://www.info-clipper.com/en/company/estonia/kawe-puit-ou.eed9cnhsz.html,"['Tallinn', 'Single address']",wissel_aziende_info_clipper
LEONIS PRODUCTIONS LIMITED,"['UNITED KINGDOM', 'UNITED KINGDOM']","['589', nan]",https://www.info-clipper.com/en/company/united-kingdom/leonis-productions-limited.gbd3qhdaq.html,"['LONDON', 'Single address']",wissel_aziende_info_clipper
CAIRE MEDICAL ITALY SRL,"['ITALY', 'ITALY']","['590', nan]",https://www.info-clipper.com/en/company/italy/caire-medical-italy-srl.itd74vz2s.html,"['PADOVA', 'Single address']",wissel_aziende_info_clipper
ERICSSON EESTI AS,"['ESTONIA', 'ESTONIA']","['591', nan]",https://www.info-clipper.com/en/company/estonia/ericsson-eesti-as.eedao2k89.html,"['Tallinn', 'Single address']",wissel_aziende_info_clipper
BEICIP INC.,"['Texas(TX)', 'UNITED STATES']","['592', nan]",https://www.info-clipper.com/en/company/united-states/beicip-inc.usdjzejz.html,"['HOUSTON', 'Single address']",wissel_aziende_info_clipper
RUBIE'S MASQUERADE COMPANY (UK) LIMITED,"['UNITED KINGDOM', 'UNITED KINGDOM']","['593', nan]",https://www.info-clipper.com/en/company/united-kingdom/rubies-masquerade-company-limited.gbd3vyxt5.html,"['BRISTOL', 'Headquarter']",wissel_aziende_info_clipper
ANGELINI WINES & ESTATES,"['ITALY', 'ITALY']","['594', nan]",https://www.info-clipper.com/en/company/italy/angelini-wines-estates.itd5m834u.html,"['MONTALCINO', 'Headquarter']",wissel_aziende_info_clipper
ENEFIT ENERGIATOOTMINE AS,"['ESTONIA', 'ESTONIA']","['595', nan]",https://www.info-clipper.com/en/company/estonia/enefit-energiatootmine-as.eedao7sd2.html,"['Narva-Joesuu', 'Headquarter']",wissel_aziende_info_clipper
"MAGNITE, INC.","['California(CA)', 'UNITED STATES']","['596', nan]",https://www.info-clipper.com/en/company/united-states/magnite-inc.usddc4bhx.html,"['LOS ANGELES', 'Headquarter']",wissel_aziende_info_clipper
HEATHROW AIRPORT LIMITED,"['UNITED KINGDOM', 'UNITED KINGDOM']","['597', 'Heathrow']",https://www.info-clipper.com/en/company/united-kingdom/heathrow-airport-limited.gbd4wm7c3.html,"['HOUNSLOW', nan]",wissel_aziende_info_clipper
FRIULSIDER SPA,"['ITALY', 'ITALY']","['598', nan]",https://www.info-clipper.com/en/company/italy/friulsider-spa.itd78w8gd.html,"['SAN GIOVANNI AL NATISONE (VILLANOVA DEL JUDRIO )', 'Headquarter']",wissel_aziende_info_clipper
SWETRAK AS,"['ESTONIA', 'ESTONIA']","['599', nan]",https://www.info-clipper.com/en/company/estonia/swetrak-as.eedaphitc.html,"['Rakvere vald', 'Headquarter']",wissel_aziende_info_clipper
"KINSHIP PARTNERS, INC.","['New York(NY)', 'UNITED STATES']","['600', nan]",https://www.info-clipper.com/en/company/united-states/kinship-partners-inc.usd1atvek.html,"['BROOKLYN', 'Single address']",wissel_aziende_info_clipper
HEATHROW AIRPORT HOLDINGS LIMITED,"['UNITED KINGDOM', 'UNITED KINGDOM']","['601', 'HEATHROW']",https://www.info-clipper.com/en/company/united-kingdom/heathrow-airport-holdings-limited.gbd5s5hj7.html,"['HOUNSLOW', nan]",wissel_aziende_info_clipper
MANDRIONE SOLAR SRL,"['ITALY', 'ITALY']","['602', nan]",https://www.info-clipper.com/en/company/italy/mandrione-solar-srl.itd7ab1ez.html,"['MILANO', 'Single address']",wissel_aziende_info_clipper
ETRA BALTI AS,"['ESTONIA', 'ESTONIA']","['603', nan]",https://www.info-clipper.com/en/company/estonia/etra-balti-as.eed61z3ax.html,"['Tallinn', 'Single address']",wissel_aziende_info_clipper
PHARMAVITE LLC,"['California(CA)', 'UNITED STATES']","['604', nan]",https://www.info-clipper.com/en/company/united-states/pharmavite-llc.usdw31sg.html,"['WEST HILLS', 'Headquarter']",wissel_aziende_info_clipper
SSE CONTRACTING GROUP LIMITED,"['UNITED KINGDOM', 'UNITED KINGDOM']","['605', nan]",https://www.info-clipper.com/en/company/united-kingdom/sse-contracting-group-limited.gbd8copll.html,"['READING', 'Headquarter']",wissel_aziende_info_clipper
I.M.A. INDUSTRIA MACCHINE AUTOMATICHE SPA,"['ITALY', 'ITALY']","['606', nan]",https://www.info-clipper.com/en/company/italy/ima-industria-macchine-automatiche-spa.itd72ym6j.html,"['CASTENASO', 'Headquarter']",wissel_aziende_info_clipper
PHARAON HOLDING OU,"['ESTONIA', 'ESTONIA']","['607', nan]",https://www.info-clipper.com/en/company/estonia/pharaon-holding-ou.eed9cptjg.html,"['Tallinn', 'Single address']",wissel_aziende_info_clipper
AMERICAN SECURITIES LLC,"['New York(NY)', 'UNITED STATES']","['608', nan]",https://www.info-clipper.com/en/company/united-states/american-securities-llc.usdfdf0xh.html,"['NEW YORK', 'Headquarter']",wissel_aziende_info_clipper
SSE RENEWABLES LIMITED,"['UNITED KINGDOM', 'UNITED KINGDOM']","['609', nan]",https://www.info-clipper.com/en/company/united-kingdom/sse-renewables-limited.gbd3m6s61.html,"['PERTH', 'Headquarter']",wissel_aziende_info_clipper
GAMPACK SRL,"['ITALY', 'ITALY']","['610', nan]",https://www.info-clipper.com/en/company/italy/gampack-srl.itd9bgvq2.html,"['PIACENZA', 'Headquarter']",wissel_aziende_info_clipper
MARISTECH OU,"['ESTONIA', 'ESTONIA']","['611', nan]",https://www.info-clipper.com/en/company/estonia/maristech-ou.eed604df1.html,"['Tallinn', 'Single address']",wissel_aziende_info_clipper
"NTT CLOUD INFRASTRUCTURE, INC.","['California(CA)', 'UNITED STATES']","['612', nan]",https://www.info-clipper.com/en/company/united-states/ntt-cloud-infrastructure-inc.usd2101xx.html,"['SANTA CLARA', 'Headquarter']",wissel_aziende_info_clipper
W.E.C. LINES UK LIMITED,"['UNITED KINGDOM', 'UNITED KINGDOM']","['613', nan]",https://www.info-clipper.com/en/company/united-kingdom/wec-lines-uk-limited.gbd3q003e.html,"['FELIXSTOWE', 'Single address']",wissel_aziende_info_clipper
ALLIED INTERNATIONAL SRL,"['ITALY', 'ITALY']","['614', nan]",https://www.info-clipper.com/en/company/italy/allied-international-srl.itdaud2pp.html,"['ALTA VAL TIDONE (NIBBIANO )', 'Headquarter']",wissel_aziende_info_clipper
"J2 CLOUD SERVICES, LLC","['California(CA)', 'UNITED STATES']","['615', nan]",https://www.info-clipper.com/en/company/united-states/j2-cloud-services-llc.usdfncy0u.html,"['LOS ANGELES', 'Headquarter']",wissel_aziende_info_clipper
HARTREE PARTNERS POWER & GAS COMPANY (UK) LIMITED,"['UNITED KINGDOM', 'UNITED KINGDOM']","['616', nan]",https://www.info-clipper.com/en/company/united-kingdom/hartree-partners-power-gas-company-limited.gbd3opjyw.html,"['LONDON', 'Headquarter']",wissel_aziende_info_clipper
ATOM SPA,"['ITALY', 'ITALY']","['617', nan]",https://www.info-clipper.com/en/company/italy/atom-spa.itd7383tw.html,"['VIGEVANO', 'Headquarter']",wissel_aziende_info_clipper
"GENESYS CLOUD SERVICES, INC.","['California(CA)', 'UNITED STATES']","['618', nan]",https://www.info-clipper.com/en/company/united-states/genesys-cloud-services-inc.usdaahr72.html,"['DALY CITY', 'Headquarter']",wissel_aziende_info_clipper
COMPUTERSHARE TRUSTEES (JERSEY) LIMITED,"['UNITED KINGDOM', 'UNITED KINGDOM']","['619', nan]",https://www.info-clipper.com/en/company/united-kingdom/computershare-trustees-limited.gbd3liwyk.html,"['JERSEY', 'Single address']",wissel_aziende_info_clipper
GRAPE HOSPITALITY ITALIAN PROPCO SRL,"['ITALY', 'ITALY']","['620', nan]",https://www.info-clipper.com/en/company/italy/grape-hospitality-italian-propco-srl.itd78cvlo.html,"['BOLOGNA', 'Single address']",wissel_aziende_info_clipper
"KYNDRYL, INC.","['New York(NY)', 'UNITED STATES']","['621', nan]",https://www.info-clipper.com/en/company/united-states/kyndryl-inc.usd1yb5dx.html,"['NEW YORK', 'Headquarter']",wissel_aziende_info_clipper
HAWKSFORD TRUSTEES JERSEY LIMITED,"['UNITED KINGDOM', 'UNITED KINGDOM']","['622', nan]",https://www.info-clipper.com/en/company/united-kingdom/hawksford-trustees-jersey-limited.gbd3qntx8.html,"['JERSEY', 'Headquarter']",wissel_aziende_info_clipper
MITSUBISHI CHEMICAL ADVANCED MATERIALS SRL,"['ITALY', 'ITALY']","['623', nan]",https://www.info-clipper.com/en/company/italy/mitsubishi-chemical-advanced-materials-srl.itd73iii7.html,"['RHO (PASSIRANA )', 'Headquarter']",wissel_aziende_info_clipper
"WONDERFUL COMPANY LLC, THE","['California(CA)', 'UNITED STATES']","['624', nan]",https://www.info-clipper.com/en/company/united-states/wonderful-company-llc-the.usdttso3.html,"['LOS ANGELES', 'Headquarter']",wissel_aziende_info_clipper
BONAS & COMPANY LIMITED,"['UNITED KINGDOM', 'UNITED KINGDOM']","['625', nan]",https://www.info-clipper.com/en/company/united-kingdom/bonas-company-limited.gbd3h1s68.html,"['LONDON', 'Single address']",wissel_aziende_info_clipper
DISARONNO INGREDIENTS SPA,"['ITALY', 'ITALY']","['626', nan]",https://www.info-clipper.com/en/company/italy/disaronno-ingredients-spa.itd5lu0dq.html,"['ALTAVILLA VICENTINA', 'Headquarter']",wissel_aziende_info_clipper
"UNITED COMMUNITY BANKS, INC.","['Georgia(GA)', 'UNITED STATES']","['627', nan]",https://www.info-clipper.com/en/company/united-states/united-community-banks-inc.usde74gc6.html,"['BLAIRSVILLE', 'Headquarter']",wissel_aziende_info_clipper
UNIVERSITY OF LIVERPOOL,"['UNITED KINGDOM', 'UNITED KINGDOM']","['628', nan]",https://www.info-clipper.com/en/company/united-kingdom/university-of-liverpool.gbd3s4o3g.html,"['LIVERPOOL', 'Headquarter']",wissel_aziende_info_clipper
NOLINSKI VENEZIA SRL,"['ITALY', 'ITALY']","['629', nan]",https://www.info-clipper.com/en/company/italy/nolinski-venezia-srl.itd7b9ksm.html,"['VENEZIA', 'Single address']",wissel_aziende_info_clipper
"TENABLE, INC.","['Maryland(MD)', 'UNITED STATES']","['630', nan]",https://www.info-clipper.com/en/company/united-states/tenable-inc.usd26hxyx.html,"['COLUMBIA', 'Headquarter']",wissel_aziende_info_clipper
LIDL GREAT BRITAIN LIMITED,"['UNITED KINGDOM', 'UNITED KINGDOM']","['631', 'LIDL']",https://www.info-clipper.com/en/company/united-kingdom/lidl-great-britain-limited.gbd5rkolo.html,"['SURBITON', nan]",wissel_aziende_info_clipper
STEF ITALIA SPA,"['ITALY', 'ITALY']","['632', nan]",https://www.info-clipper.com/en/company/italy/stef-italia-spa.itd73k1nx.html,"['PARMA (SAN PROSPERO )', 'Headquarter']",wissel_aziende_info_clipper
"TENABLE HOLDINGS, INC.","['Maryland(MD)', 'UNITED STATES']","['633', nan]",https://www.info-clipper.com/en/company/united-states/tenable-holdings-inc.usd1bq9d4.html,"['COLUMBIA', 'Headquarter']",wissel_aziende_info_clipper
LIDL U.K. GMBH,"['UNITED KINGDOM', 'UNITED KINGDOM']","['634', 'Lidl']",https://www.info-clipper.com/en/company/united-kingdom/lidl-uk-gmbh.gbd3x4up1.html,"['TAUNTON', nan]",wissel_aziende_info_clipper
FASSA SRL,"['ITALY', 'ITALY']","['635', nan]",https://www.info-clipper.com/en/company/italy/fassa-srl.itd78btw5.html,"['SPRESIANO', 'Headquarter']",wissel_aziende_info_clipper
AMERICAN HOME ASSURANCE COMPANY,"['New York(NY)', 'UNITED STATES']","['636', nan]",https://www.info-clipper.com/en/company/united-states/american-home-assurance-company.usd45lrr.html,"['NEW YORK', 'Headquarter']",wissel_aziende_info_clipper
LIDL NORTHERN IRELAND LIMITED,"['UNITED KINGDOM', 'UNITED KINGDOM']","['637', 'LIDL']",https://www.info-clipper.com/en/company/united-kingdom/lidl-northern-ireland-limited.gbd3ovm3r.html,"['BELFAST', nan]",wissel_aziende_info_clipper
