company_name,company_industry,company_legal_form,company_headquarters,file_name
Parle Agro,Food Processing,Private,"Mumbai, Maharashtra, India",AmbitionBox
CG Power and Industrial Solutions,Electronics Manufacturing,Public,"Mumbai, Maharashtra, India",AmbitionBox
TVS Credit,NBFC,Public,"Chennai,Tamil Nadu, India",AmbitionBox
Shree Cement,Building Material,Public,"Kolkata, West Bengal, India",AmbitionBox
Exotic Learning,EdTech,Private,"Lucknow, Uttar Pradesh, India",AmbitionBox
Shahi Exports,Import & Export,Private,"Faridabad, Haryana, India",AmbitionBox
V-Mart,Retail,Public,"Gurgaon/Gurugram, Haryana, India",AmbitionBox
Force Motors,Automobile,Public,"Pune, Maharashtra, India",AmbitionBox
Datamatics Global Services,IT Services & Consulting,Public,"Mumbai, India",AmbitionBox
Brakes India,Auto Components,Partnership,"Chennai, Tamil Nadu, India",AmbitionBox
Indus Towers,Telecom,Private,"Gurgaon,Haryana, India",AmbitionBox
Mahindra Logistics,Other,Public,"Mumbai,Maharashtra, India",AmbitionBox
Grasim Industries,Building Material,Public,"Nagda, India",AmbitionBox
Reliance Trends,Retail,Private,"Navi Mumbai, Maharashtra, India",AmbitionBox
DS Group,FMCG,Private,"Noida, Uttar Pradesh, India",AmbitionBox
café Coffee day,Beverage,Private,"Bengaluru, Karnataka, India",AmbitionBox
Shriram City,Financial Services,Public,"Chennai, Tamil Nadu, India",AmbitionBox
Whirlpool,Consumer Electronics & Appliances,Public,"Michigan, United States (USA)",AmbitionBox
Big Bazaar,Retail,Private,"Mumbai, Maharashtra, India",AmbitionBox
Indian Navy,Defence & Aerospace,Private,"Delhi/NCR, Delhi, India",AmbitionBox
NIIT Technologies,IT Services & Consulting,Public,"Noida, Uttar Pradesh, India",AmbitionBox
IKS Health,Healthcare,Private,"Mumbai,Maharashtra, India",AmbitionBox
ElasticRun,Logistics,Private,"Pune,Maharashtra, India",AmbitionBox
Bharti AXA Life Insurance,Insurance,Private,"Mumbai, India",AmbitionBox
Delphi TVS,Auto Components,Private,"Kanchipuram, Tamil Nadu, India",AmbitionBox
Sterlite Technologies,Hardware & Networking,Public,"Pune, Maharashtra, India",AmbitionBox
Myntra,Retail,Private,"Bangalore,Karnataka, India",AmbitionBox
XpressBees,Logistics,Private,"Pune,Maharashtra, India",AmbitionBox
Honda,Automobile,Private,"Greater Noida, Uttar Pradesh, India",AmbitionBox
3i Infotech,IT Services & Consulting,Public,"Mumbai, Maharashtra, India",AmbitionBox
Sobha,Real Estate,Public,"Bangalore/Bengaluru, Karnataka, India",AmbitionBox
BT Group,Telecom,Private,"London, United Kingdom (UK)",AmbitionBox
Kansai Nerolac Paints,Chemicals,Public,"Mumbai, Maharashtra, India",AmbitionBox
Tata Motors Finance,NBFC,Private,"Mumbai, Maharashtra, India",AmbitionBox
ICICI Securities,,Public,"Mumbai, Maharashtra, India",AmbitionBox
Indiabulls,NBFC,Public,"Gurgaon/Gurugram, Haryana, India",AmbitionBox
Thomson Reuters,Printing & Publishing,Private,"Toronto, Canada",AmbitionBox
JK Tyres,Auto Components,Private,"New Delhi, India",AmbitionBox
Cybage,IT Services & Consulting,Private,"Pune, Maharashtra, India",AmbitionBox
SRF,Chemicals / Agri Inputs,Public,"Gurgaon/Gurugram, Haryana, India",AmbitionBox
Shell,Oil & Gas,Public,"London, England, India",AmbitionBox
Bharat Petroleum,Oil & Gas,Private,"Mumbai, Maharashtra, India",AmbitionBox
Future Generali India Life Insurance,Insurance,Private,"Mumbai, India",AmbitionBox
Lodha group,Real Estate,Private,"Mumbai, Maharashtra, India",AmbitionBox
Bhushan Power & Steel,Iron & Steel,Private,"Delhi/NCR, New Delhi, India",AmbitionBox
Johnson Controls,IT Services & Consulting,Public,"Cork, Ireland",AmbitionBox
Endurance Technologies,Auto Components,Public,"Aurangabad, Maharashtra, India",AmbitionBox
Blinkit,Internet,Private,"Gurgaon,Haryana, India",AmbitionBox
GE,Engineering & Construction,Private,"Boston, Massachusetts, United States (USA)",AmbitionBox
JCB,Industrial Machinery,Private,"Rocester, Staffordshire, England",AmbitionBox
Wockhardt,Pharma,Public,"Mumbai, Maharashtra, India",AmbitionBox
GVK Emergency Management and Research Institute,Non-Profit,Private,"Hyderabad/Secunderabad, Telangana, India",AmbitionBox
Crom?,Retail,Private,"Mumbai, Maharashtra, India",AmbitionBox
Barclays,Banking,Private,"London, UnitedKingdom",AmbitionBox
Zomato,Internet,Public,"Gurgaon,Haryana, India",AmbitionBox
Gabriel India,Auto Components,Public,"Pune, Maharashtra, India",AmbitionBox
CSS Corp,IT Services & Consulting,Private,"San Jose, California, United States (USA)",AmbitionBox
Lucas-TVS,Auto Components,Private,"Chennai, Tamil Nadu, India",AmbitionBox
Coromandel International,Agriculture,Public,"Hyderabad/Secunderabad, Telangana, India",AmbitionBox
Kalpataru Power Transmission,Power,Public,"Mumbai, Maharashtra, India",AmbitionBox
Info Edge,Internet,Public,"Noida, Uttar Pradesh, India",AmbitionBox
Cadila Pharmaceuticals,Pharma,Public,"Ahmedabad, Gujrat, India",AmbitionBox
Saint-Gobain,Building Material,Private,"Paris, France",AmbitionBox
Coforge,IT Services & Consulting,Public,"Noida, Uttar Pradesh, India",AmbitionBox
Sopra Steria,IT Services & Consulting,Private,"Paris, Ile-de-France, France",AmbitionBox
Square Yards,Real Estate,Private,"Gurgaon,Haryana, India",AmbitionBox
Bureau Veritas,Accounting & Auditing,Private,"La Défense, France",AmbitionBox
Power Mech Projects,Engineering & Construction,Public,"Hyderabad/Secunderabad, Telangana, India",AmbitionBox
Parle Products,Food Processing,Private,"Mumbai, India",AmbitionBox
AXA Business Services,Insurance,Private,"Paris, France",AmbitionBox
Syngene International,Pharma,Public,"Bangalore/Bengaluru, Karnataka, India",AmbitionBox
Tata Capital Financial Services,Financial Services,Public,"Mumbai, India",AmbitionBox
BA Continuum,IT Services & Consulting,Private,"Gurgaon/Gurugram, Haryana, India",AmbitionBox
Sigma Electric Manufacturing Corporation,Industrial Machinery,Private,"Garner, North Carolina, United States (USA)",AmbitionBox
ValueLabs,IT Services & Consulting,Private,"Hyderabad/Secunderabad, Telangana, India",AmbitionBox
RMSI,IT Services & Consulting,Private,"Noida, Uttar Pradesh, India",AmbitionBox
Yamaha Motor,Automobile,Private,"Iwata, Shizuoka, Japan",AmbitionBox
Adani Wilmar,FMCG,Public,"Ahmedabad, Gujrat, India",AmbitionBox
Hindustan Aeronautics,Defence & Aerospace,Private,"Bangalore/Bengaluru, Karnataka, India",AmbitionBox
Renault Nissan Technology & Business Centre India,Automobile,,"Chennai, Tamil Nadu,",AmbitionBox
IDBI Bank,Banking,Public,"Mumbai, Maharashtra, India",AmbitionBox
Karvy Data Management Services,Analytics & KPO,Private,"Hyderabad/Secunderabad, Telangana, India",AmbitionBox
Aavas Financiers,Financial Services,Public,"Jaipur, Rajasthan, India",AmbitionBox
Oberoi Group of Hotels,Hospitality,Private,"Delhi/NCR, Delhi, India",AmbitionBox
MSN Laboratories,Pharma,Private,"Hyderabad/Secunderabad, Telangana, India",AmbitionBox
MetLife,IT Services & Consulting,Private,"New York, United States (USA)",AmbitionBox
Hyatt Regency,Hospitality,Private,"New Delhi, Delhi, India",AmbitionBox
Ninjacart,Logistics,Private,"Bangalore,Karnataka, India",AmbitionBox
Dr Lal PathLabs,Healthcare,Public,"Gurgaon/Gurugram, Haryana, India",AmbitionBox
Jet Airways,Aviation,Public,"Mumbai, Maharashtra, India",AmbitionBox
Piramal Group,Financial Services,Private,"Mumbai, India",AmbitionBox
Cisco,Hardware & Networking,Public,"San Jose,California, United States",AmbitionBox
S&P Global,IT Services & Consulting,Public,"New York City,New York, United States",AmbitionBox
Narayana Health,Healthcare,,"Bangalore/Bengaluru, Karnataka, India",AmbitionBox
Fujitsu,IT Services & Consulting,Private,"Bangalore/Bengaluru, Karnataka, India",AmbitionBox
SAP,IT Services & Consulting,Private,"Walldorf, Baden-Württemberg, Germany",AmbitionBox
Tata Play,Media & Entertainment,Public,"Mumbai, Maharashtra, India",AmbitionBox
CMS Infosystems,IT Services & Consulting,Private,"Mumbai,Maharashtra, India",AmbitionBox
Canara HSBC Life Insurance,Insurance,Government,"Gurgaon/Gurugram, Haryana, India",AmbitionBox
Metro,Retail,Private,"Bangalore/Bengaluru, Karnataka, India",AmbitionBox
Sify Technologies,Telecom,Private,"Chennai,Tamil Nadu, India",AmbitionBox
Vardhman Fabrics,Fashion & Textile,,,AmbitionBox
Taj Hotels Resorts and Palaces,Hospitality,,"Mumbai, Maharashtra, India",AmbitionBox
Akums Drugs & Pharmaceuticals,Pharma,Private,"Delhi/NCR, New Delhi, India",AmbitionBox
Aragen Life Sciences,Pharma,Private,"Hyderabad/Secunderabad, Telangana, India",AmbitionBox
HERE Technologies,IT Services & Consulting,Private,"Eindhoven, North Brabant, Netherlands",AmbitionBox
Foxconn,Electronics Manufacturing,Private,"Taipei, Taiwan",AmbitionBox
AECOM,Engineering & Construction,Private,"Dallas, USA",AmbitionBox
Jubilant Foods Works,Retail,Public,"Noida, Uttar Pradesh, India",AmbitionBox
Vedantu,EdTech,Private,"Bangalore,Karnataka, India",AmbitionBox
Honeywell Automation,Consumer Electronics & Appliances,Public,"Morris Plains, New Jersey, United States (USA)",AmbitionBox
suzuki motor gujarat,,,,AmbitionBox
Care Health Insurance,Internet,Public,"Gurgaon, Haryana, India",AmbitionBox
G R Infraprojects,Engineering & Construction,Public,"Udaipur, Rajasthan, India",AmbitionBox
SGS,Facility Management Services,Private,"Geneva, Geneva, Switzerland",AmbitionBox
WABCO,Auto Components,Public,"Berne, Switzerland",AmbitionBox
Star Health & Allied Insurance,Insurance,Private,"Chennai, Tamil Nadu, India",AmbitionBox
XL Dynamics,Accounting & Auditing,Private,"Navi Mumbai, India",AmbitionBox
Laurus Labs,Pharma,Public,"Hyderabad/Secunderabad, Telangana, India",AmbitionBox
Citibank,Banking,Private,"New York, New York, United States (USA)",AmbitionBox
Jindal Stainless,Iron & Steel,Public,"Delhi/NCR, New Delhi, India",AmbitionBox
Reckitt Benckiser,FMCG,Private,"Slough,Slough, United Kingdom",AmbitionBox
DIVI'S Laboratories,Healthcare,Public,"Hyderabad/Secunderabad, Telangana, India",AmbitionBox
Tata Elxsi,IT Services & Consulting,Public,"Bangalore/Bengaluru, Karnataka, India",AmbitionBox
Aon,Financial Services,Private,"London, United Kingdom (UK)",AmbitionBox
Reliance General Insurance,Insurance,Private,"Mumbai, Maharashtra, India",AmbitionBox
Xoriant,IT Services & Consulting,Private,"Sunnyvale, California, United States (USA)",AmbitionBox
Procter & Gamble,FMCG,Public,"Cincinnati, Ohio, United States (USA)",AmbitionBox
Intellect Design Arena,FinTech,Public,"Chennai, Tamil Nadu, India",AmbitionBox
Allsec Technologies,Recruitment,Public,"Chennai, Tamil Nadu, India",AmbitionBox
Microland,IT Services & Consulting,Public,"Bangalore, India",AmbitionBox
Uflex,Packaging,Public,"Noida, Uttar Pradesh, India",AmbitionBox
Cavinkare,FMCG,Private,"Chennai, Tamil Nadu, India",AmbitionBox
Kotak Securities,Financial Services,Private,"Mumbai, Maharashtra, India",AmbitionBox
Amazon Transportation Services,Logistics,Private,"Seattle, Washington, United States (USA)",AmbitionBox
Harman Connected Services,IT Services & Consulting,Private,"Mountain View, California, United States (USA)",AmbitionBox
FedEx Express,Logistics,Private,"Moon Township, United States (USA)",AmbitionBox
Dell EMC,IT Services & Consulting,Private,"Hopkinton, UnitedStates",AmbitionBox
Adecco Group,Recruitment,Private,"Zurich,Zurich, Switzerland",AmbitionBox
KONE,Engineering & Construction,Private,"Chennai, Tamil Nadu, India",AmbitionBox
Mother Dairy Fruit & Vegetable,Food Processing,Private,"Noida, Uttar Pradesh, India",AmbitionBox
Philips,Healthcare,Private,"Amsterdam, Netherlands",AmbitionBox
Max Fashion,Healthcare,Private,"Abu Dhabi, United Arab Emirates (UAE)",AmbitionBox
Bank of Baroda,Banking,Private,"Vadodara/Baroda, Gujrat, India",AmbitionBox
Citicorp,Financial Services,Private,"Mumbai, Maharashtra, India",AmbitionBox
Quest Global,IT Services & Consulting,Private,"Singapore, Singapore",AmbitionBox
Samsung India Electronics,Consumer Electronics & Appliances,,,AmbitionBox
Motilal Oswal Financial Services,Financial Services,Public,"Mumbai, Maharashtra, India",AmbitionBox
ITC Hotels,Hospitality,Public,"Kolkata, West Bengal, India",AmbitionBox
Fincare Small Finance Bank,NBFC,,"Bangalore, India",AmbitionBox
Innovsource Services,Recruitment,Private,"Mumbai, Maharashtra, India",AmbitionBox
Aircel,Telecom,Private,"Gurgaon/Gurugram, Haryana, India",AmbitionBox
Angel One,Financial Services,,,AmbitionBox
Dainik Bhaskar Group Of Publication,Printing & Publishing,Public,"Bhopal, Madhya Pradesh, India",AmbitionBox
CMA CGM,Other,Private,"Marseille, Marseille, France",AmbitionBox
Verizon,Telecom,Private,"New York City,New York, United States",AmbitionBox
Exl India,IT Services & Consulting,,"New Delhi, India",AmbitionBox
V-Guard Industries,Electrical Equipment,Public,"Kochi/Cochin, Kerala, India",AmbitionBox
Safexpress,Logistics,Private,"Delhi/NCR, Delhi, India",AmbitionBox
Barclays Shared Services,IT Services & Consulting,Private,"London, United Kingdom (UK)",AmbitionBox
NCR Corporation,Software Product,Private,"Atlanta,Georgia, United States",AmbitionBox
YASH Technologies,IT Services & Consulting,Private,"East Moline, Illinois, United States (USA)",AmbitionBox
Crisil,Analytics & KPO,Public,"Mumbai,Maharashtra, India",AmbitionBox
Aforeserve,IT Services & Consulting,Private,"Noida, Uttar Pradesh, India",AmbitionBox
Johnson & Johnson,Pharma,Private,"New Brunswick, New Jersey, United States (USA)",AmbitionBox
DBS Bank,Banking,Private,"Hyderabad/Secunderabad, Telangana, India",AmbitionBox
Hindustan Construction Company,Engineering & Construction,Public,"Mumbai, Maharashtra, India",AmbitionBox
DHL Express,Logistics,Private,"Bonn, Germany",AmbitionBox
Novartis,Pharma,,,AmbitionBox
Honeywell Technology Solutions,Defence & Aerospace,Private,"Bangalore/Bengaluru, Karnataka, India",AmbitionBox
USHA International,Consumer Electronics & Appliances,Public,"Gurgaon/Gurugram, Haryana, India",AmbitionBox
USV,Pharma,Private,"Mumbai, Maharashtra, India",AmbitionBox
Biological E,Pharma,Private,"Hyderabad/Secunderabad, Telangana, India",AmbitionBox
Aditya Birla Capital,Financial Services,Public,"Mumbai, India",AmbitionBox
BT Global Services,IT Services & Consulting,Private,"London, United Kingdom (UK)",AmbitionBox
SRL Diagnostics,Healthcare,Private,"Mumbai, India",AmbitionBox
Inox Leisure,Media & Entertainment,Public,"Mumbai, Maharashtra, India",AmbitionBox
Sony,Consumer Electronics & Appliances,Public,"Delhi/NCR, Delhi, India",AmbitionBox
Hero FinCorp,NBFC,Private,"Delhi, India",AmbitionBox
Medanta the Medicity,Healthcare,Private,"Gurgaon, India",AmbitionBox
Kent RO Systems,Consumer Electronics & Appliances,Private,"Noida, Uttar Pradesh, India",AmbitionBox
PhonePe,IT Services & Consulting,Private,"Bangalore,Karnataka, India",AmbitionBox
TCE,Engineering & Construction,Private,"Mumbai, Maharashtra, India",AmbitionBox
ZS,Management Consulting,Private,"Evanston, Illinois, United States (USA)",AmbitionBox
Motherson Automotive Technologies and Engineering,Auto Components,Private,"Noida, India",AmbitionBox
Medi Assist India,Healthcare,Private,"Bangalore,Karnataka, India",AmbitionBox
Orange Business Services,IT Services & Consulting,Private,"Paris, France",AmbitionBox
Unacademy,EdTech,Private,"Bangalore,Karnataka, India",AmbitionBox
iOPEX Technologies,IT Services & Consulting,Private,"Chennai, Tamil Nadu, India",AmbitionBox
HCL Technologies BPO Services,BPO,Private,"Noida, India",AmbitionBox
HDFC Securities,Financial Services,Public,"Mumbai, Maharashtra, India",AmbitionBox
Panasonic,Consumer Electronics & Appliances,Private,"Kadoma, Osaka, Japan",AmbitionBox
FactSet,Analytics & KPO,Private,"Norwalk,Connecticut, United States",AmbitionBox
Mercedes-Benz Research & Development India,Automobile,Public,"Bengaluru/Bangalore, Karnataka, India",AmbitionBox
Badve Engineering,Auto Components,Private,"Aurangabad, Maharashtra, India",AmbitionBox
Sitel,BPO,Private,"Miami, Florida, United States (USA)",AmbitionBox
Tesco,IT Services & Consulting,Private,"Hertfordshire, England",AmbitionBox
Torrent Power,Power,Public,"Ahmedabad, Gujrat, India",AmbitionBox
KFC,Hospitality,Private,"Louisville, Kentucky, United States (USA)",AmbitionBox
First American Corporation,IT Services & Consulting,Private,"Santa Ana, California, United States (USA)",AmbitionBox
Narayana Educational Society,Education & Training,Private,"Hyderabad/Secunderabad, Telangana, India",AmbitionBox
Hindustan Petroleum,Oil & Gas,Government,"Mumbai, Maharashtra, India",AmbitionBox
Ocwen Financial Solutions,Financial Services,Private,"West Palm Beach, Florida, United States (USA)",AmbitionBox
Marriott International,Hospitality,Private,"Bethesda, Maryland, United States (USA)",AmbitionBox
Varroc Group,Auto Components,Public,"Aurangabad, India",AmbitionBox
Straive,EdTech,Private,"Singapore, Singapore",AmbitionBox
NTPC,Power,Private,"Delhi/NCR, Delhi, India",AmbitionBox
Faurecia,Auto Components,Private,"Nanterre, France",AmbitionBox
Emami,FMCG,Public,"Kolkata, West Bengal, India",AmbitionBox
L.G.Balakrishnan & Bros,Industrial Machinery,Public,"Coimbatore, Tamil Nadu, India",AmbitionBox
NoBroker,Internet,Private,"Bangalore,Karnataka, India",AmbitionBox
Satin Creditcare Network,NBFC,Public,"Gurgaon/Gurugram, Haryana, India",AmbitionBox
ISGEC,Industrial Machinery,Public,"Noida, Uttar Pradesh, India",AmbitionBox
Iksula,IT Services & Consulting,LLP,"Mumbai, Maharashtra, India",AmbitionBox
DHL Supply Chain,Logistics,Private,"Bonn, Germany",AmbitionBox
NIIT,Education & Training,Public,,AmbitionBox
Nayara Energy,Oil & Gas,Private,"Mumbai, Maharashtra, India",AmbitionBox
Toyota Kirloskar Motor,Automobile,Private,"Bangalore/Bengaluru, Karnataka, India",AmbitionBox
ISS Facility Services,Facility Management Services,Private,"Copenhagen, Denmark",AmbitionBox
Security and Intelligence Services (India),BPO,Public,"Delhi/NCR, Delhi, India",AmbitionBox
VLCC,FMCG,Private,"Delhi/NCR, New Delhi, India",AmbitionBox
J. Kumar Infraprojects,Engineering & Construction,Public,"Mumbai, Maharashtra, India",AmbitionBox
L&T Energy Hydrocarbon,Oil & Gas,Private,"Mumbai, Maharashtra, India",AmbitionBox
Trent,Retail,Public,"Mumbai, Maharashtra, India",AmbitionBox
Chegg,IT Services & Consulting,Private,"Santa Clara,California, United States",AmbitionBox
24-7 Intouch,BPO,Private,"Winnipeg, Manitoba, Canada",AmbitionBox
Videocon d2h,Internet,Public,"Mumbai, India",AmbitionBox
Mercer,Analytics & KPO,Private,"New York, New York, United States (USA)",AmbitionBox
Planet Spark,EdTech,Private,"Gurgaon,Haryana, India",AmbitionBox
Akzo Nobel India,Chemicals,Public,"Amsterdam, Netherlands",AmbitionBox
Meesho,Internet,Private,"Bangalore,Karnataka, India",AmbitionBox
Edelweiss,Financial Services,Public,"Mumbai, Maharashtra, India",AmbitionBox
